"","time","transition","N_sim","trans_no","edge.length"
"8976",202.457657262973,"non_herb_small->herb_small",76,27,425
"8977",202.459663891733,"non_herb_large->herb_small",73,1,426
"8978",202.460041653557,"non_herb_small->herb_small",16,20,426
"8979",202.464120022133,"herb_small->non_herb_small",98,25,427
"8980",202.465000152738,"herb_large->non_herb_large",5,3,427
"8981",202.465406577213,"non_herb_small->herb_small",55,28,427
"8982",202.467913596306,"herb_small->non_herb_small",98,26,427
"8983",202.468166444653,"non_herb_large->herb_large",99,9,427
"8984",202.472098586188,"non_herb_small->herb_small",46,16,427
"8985",202.472432502701,"herb_large->herb_small",97,3,427
"8986",202.473397983997,"herb_small->non_herb_small",48,22,427
"8987",202.47646667175,"non_herb_small->herb_small",36,17,427
"8988",202.482842755359,"non_herb_large->non_herb_small",23,20,427
"8989",202.483665238604,"non_herb_large->non_herb_small",87,26,427
"8990",202.484852351626,"herb_small->non_herb_small",28,25,427
"8991",202.485821320508,"non_herb_small->herb_small",63,24,427
"8992",202.486473378262,"herb_small->non_herb_small",1,21,427
"8993",202.486494388533,"non_herb_large->non_herb_small",99,16,427
"8994",202.488164116761,"non_herb_large->non_herb_small",30,21,427
"8995",202.488448591962,"non_herb_small->herb_small",95,32,427
"8996",202.488483458537,"non_herb_small->herb_small",2,24,427
"8997",202.489955975964,"non_herb_large->non_herb_small",90,13,427
"8998",202.490786241073,"non_herb_small->non_herb_large",79,12,427
"8999",202.495335935234,"herb_small->non_herb_small",38,34,427
"9000",202.502215681416,"herb_small->herb_large",58,7,427
"9001",202.502230014572,"herb_small->non_herb_small",15,23,427
"9002",202.506267284267,"non_herb_large->non_herb_small",52,18,427
"9003",202.506914034375,"non_herb_small->herb_small",56,16,427
"9004",202.508867221748,"non_herb_small->herb_small",84,22,428
"9005",202.518218085319,"non_herb_large->non_herb_small",66,17,428
"9006",202.521080179416,"non_herb_small->non_herb_large",90,7,428
"9007",202.521597319992,"herb_small->non_herb_small",9,21,428
"9008",202.52164449499,"herb_small->non_herb_small",88,29,428
"9009",202.522027222086,"non_herb_small->non_herb_large",17,7,428
"9010",202.524646428103,"non_herb_small->herb_small",11,26,428
"9011",202.525125448238,"non_herb_large->non_herb_small",25,21,428
"9012",202.526467703964,"herb_large->non_herb_large",13,2,429
"9013",202.528519111509,"non_herb_small->herb_small",36,18,429
"9014",202.530301947012,"non_herb_large->non_herb_small",9,24,429
"9015",202.531560659198,"non_herb_large->non_herb_small",69,17,429
"9016",202.531634225483,"non_herb_small->herb_small",71,16,429
"9017",202.533800202857,"non_herb_small->herb_small",61,22,429
"9018",202.535957898347,"herb_small->herb_large",12,7,429
"9019",202.53684308905,"herb_small->non_herb_small",72,32,429
"9020",202.537535074112,"herb_small->non_herb_small",90,31,429
"9021",202.538175292865,"non_herb_small->herb_small",68,21,429
"9022",202.54242324587,"herb_small->non_herb_small",55,27,430
"9023",202.544668444385,"non_herb_small->herb_small",26,19,430
"9024",202.545236182995,"herb_small->non_herb_small",96,25,430
"9025",202.545703883449,"non_herb_large->non_herb_small",32,21,430
"9026",202.548764050752,"herb_small->non_herb_small",16,25,430
"9027",202.548783817049,"non_herb_small->non_herb_large",89,8,430
"9028",202.549735415959,"herb_small->non_herb_small",65,37,430
"9029",202.555498183804,"herb_small->non_herb_small",24,23,432
"9030",202.555829296918,"non_herb_small->herb_small",95,33,432
"9031",202.55750655683,"non_herb_small->herb_small",85,24,432
"9032",202.559224979406,"herb_small->non_herb_small",18,33,432
"9033",202.561485572242,"herb_small->non_herb_small",47,36,432
"9034",202.562527527529,"non_herb_small->herb_small",79,29,432
"9035",202.564601816781,"herb_small->non_herb_small",89,30,432
"9036",202.565062371454,"non_herb_large->non_herb_small",30,22,432
"9037",202.570479397452,"herb_small->non_herb_small",4,31,432
