"","transition","time","N_sim","trans_no"
"29876","non_herb_small->herb_small",213.539514376377,83,64
"29877","herb_small->non_herb_small",213.615439654162,83,66
"29878","herb_small->herb_large",213.62637505091,83,18
"29879","herb_large->herb_small",213.646694393837,83,6
"29880","herb_small->non_herb_small",213.655765713587,83,67
"29881","non_herb_small->herb_small",213.659122296682,83,65
"29882","non_herb_small->herb_small",213.662179326576,83,66
"29883","non_herb_small->herb_small",213.736055696552,83,67
"29884","herb_small->non_herb_small",213.767369063003,83,68
"29885","non_herb_large->non_herb_small",213.816106117288,83,28
"29886","non_herb_small->herb_small",213.8930473071,83,68
"29887","non_herb_large->non_herb_small",213.934441175324,83,29
"29888","non_herb_small->herb_small",213.941543385011,83,69
"29889","herb_small->non_herb_small",214.096787226564,83,69
"29890","herb_large->herb_small",214.105227523448,83,7
"29891","herb_large->herb_small",214.203561031583,83,8
"29892","herb_small->non_herb_small",214.324844699614,83,70
"29893","non_herb_small->herb_small",214.368998909053,83,70
"29894","non_herb_small->herb_small",214.459593105692,83,71
"29895","non_herb_large->herb_large",214.47279148448,83,9
"29896","non_herb_small->herb_small",214.519031599058,83,72
"29897","non_herb_small->herb_small",214.521698855831,83,73
"29898","non_herb_large->non_herb_small",214.529878182581,83,30
"29899","herb_small->non_herb_small",214.589152384194,83,71
"29900","non_herb_small->herb_small",214.687783731897,83,74
"29901","non_herb_small->non_herb_large",214.691849771326,83,23
"29902","non_herb_small->herb_small",214.887988857511,83,75
"29903","non_herb_small->herb_small",214.915867453404,83,76
"29904","herb_large->herb_small",214.928550516991,83,9
"29905","non_herb_small->non_herb_large",214.977242549164,83,24
"29906","non_herb_small->non_herb_large",215.045540308556,83,25
"29907","non_herb_small->herb_small",215.056052313117,83,77
"29908","non_herb_small->non_herb_large",215.059274501855,83,26
"29909","herb_small->non_herb_small",215.145972058209,83,72
"29910","non_herb_small->herb_small",215.170388652025,83,78
"29911","non_herb_small->non_herb_large",215.218066760641,83,27
"29912","herb_small->non_herb_small",215.218929450002,83,73
"29913","herb_small->herb_large",215.249386901459,83,19
"29914","herb_large->herb_small",215.282978882493,83,10
"29915","non_herb_small->herb_small",215.307944115647,83,79
"29916","non_herb_large->herb_large",215.325914962022,83,10
"29917","non_herb_small->herb_small",215.337435769539,83,80
"29918","herb_small->non_herb_small",215.365739813865,83,74
"29919","herb_large->herb_small",215.425049844235,83,11
"29920","non_herb_small->non_herb_large",215.425902882793,83,28
"29921","non_herb_small->herb_small",215.475377809534,83,81
"29922","non_herb_small->herb_small",215.483076115153,83,82
"29923","non_herb_large->non_herb_small",215.495538863094,83,31
"29924","herb_small->herb_large",215.527795326561,83,20
"29925","herb_large->herb_small",215.540763358504,83,12
"29926","non_herb_small->herb_small",215.592738574369,83,83
"29927","herb_small->non_herb_small",215.594797718265,83,75
"29928","herb_small->non_herb_small",215.838604438395,83,76
"29929","non_herb_small->non_herb_large",215.903206268955,83,29
"29930","non_herb_large->non_herb_small",215.903558474277,83,32
"29931","non_herb_small->herb_small",215.966356958841,83,84
"29932","non_herb_large->non_herb_small",215.993219802005,83,33
"29933","non_herb_small->herb_small",216.014757196529,83,85
"29934","non_herb_large->non_herb_small",216.024272876253,83,34
"29935","non_herb_small->herb_small",216.053567978605,83,86
"29936","herb_small->non_herb_small",216.055436293247,83,77
"29937","herb_small->non_herb_small",216.078335806132,83,78
"29938","non_herb_small->herb_small",216.142172484945,83,87
"29939","non_herb_large->non_herb_small",216.167236786794,83,35
"29940","non_herb_large->herb_large",216.170211804308,83,11
"29941","herb_small->non_herb_small",216.188860143148,83,79
"29942","herb_small->non_herb_small",216.415508408457,83,80
"29943","non_herb_small->herb_small",216.425786865422,83,88
"29944","non_herb_large->non_herb_small",216.441082730882,83,36
"29945","non_herb_small->herb_small",216.454264680367,83,89
"29946","non_herb_small->non_herb_large",216.479856089311,83,30
"29947","herb_small->non_herb_small",216.500989378129,83,81
"29948","herb_small->herb_large",216.503460309569,83,21
"29949","herb_small->non_herb_small",216.509609031755,83,82
"29950","non_herb_small->non_herb_large",216.518834715057,83,31
"29951","non_herb_small->herb_small",216.539525436632,83,90
"29952","non_herb_large->herb_large",216.569583964789,83,12
"29953","herb_small->non_herb_small",216.578199921943,83,83
"29954","non_herb_small->herb_small",216.578753150559,83,91
"29955","non_herb_small->herb_small",216.613143288678,83,92
"29956","non_herb_small->non_herb_large",216.613180614413,83,32
"29957","non_herb_large->herb_large",216.618717846626,83,13
"29958","non_herb_small->herb_small",216.649005751199,83,93
"29959","herb_small->non_herb_small",216.661957595338,83,84
"29960","non_herb_small->herb_small",216.674121911469,83,94
"29961","non_herb_large->non_herb_small",216.674569073028,83,37
"29962","non_herb_small->herb_small",216.698495750271,83,95
"29963","herb_small->non_herb_small",216.731578007498,83,85
"29964","non_herb_small->herb_small",216.74959753126,83,96
"29965","non_herb_small->herb_small",216.75562236413,83,97
"29966","herb_small->non_herb_small",216.764901452058,83,86
"29967","non_herb_small->herb_small",216.79632724367,83,98
"29968","non_herb_large->non_herb_small",216.80249359661,83,38
"29969","non_herb_small->herb_small",216.818079057358,83,99
"29970","herb_small->non_herb_small",216.818510681035,83,87
"29971","non_herb_small->herb_small",216.824256386898,83,100
"29972","non_herb_large->herb_large",216.845779492598,83,14
"29973","non_herb_small->non_herb_large",216.871750753204,83,33
"29974","herb_small->non_herb_small",216.890072544339,83,88
"29975","herb_large->herb_small",216.892418901238,83,13
"29976","non_herb_large->non_herb_small",217.029012825541,83,39
"29977","herb_small->non_herb_small",217.035372150611,83,89
"29978","non_herb_small->herb_small",217.036277566906,83,101
"29979","non_herb_small->herb_small",217.077978912314,83,102
"29980","non_herb_large->non_herb_small",217.099717755712,83,40
"29981","herb_small->herb_large",217.108547137113,83,22
"29982","herb_small->non_herb_small",217.145540307327,83,90
"29983","herb_small->non_herb_small",217.149446313571,83,91
"29984","non_herb_small->herb_small",217.183354656892,83,103
"29985","non_herb_small->herb_small",217.221551471634,83,104
"29986","non_herb_small->herb_small",217.235573916636,83,105
"29987","herb_small->non_herb_small",217.315409663947,83,92
"29988","non_herb_small->herb_small",217.352337927178,83,106
"29989","non_herb_small->herb_small",217.360654637367,83,107
"29990","non_herb_large->non_herb_small",217.375321929613,83,41
"29991","non_herb_large->herb_large",217.384152268824,83,15
"29992","herb_small->herb_large",217.403367098233,83,23
"29993","herb_small->herb_large",217.405652036158,83,24
"29994","non_herb_small->herb_small",217.425248183928,83,108
"29995","non_herb_small->herb_small",217.427033827766,83,109
"29996","non_herb_small->herb_small",217.42744672668,83,110
"29997","herb_small->herb_large",217.468916105887,83,25
"29998","non_herb_large->non_herb_small",217.471411501467,83,42
"29999","non_herb_small->herb_small",217.480684260696,83,111
"30000","herb_small->herb_large",217.481143099105,83,26
"30001","non_herb_small->herb_small",217.500558172832,83,112
"30002","herb_large->herb_small",217.533134621374,83,14
"30003","non_herb_large->non_herb_small",217.568726728442,83,43
"30004","non_herb_small->herb_small",217.586169080254,83,113
"30005","herb_small->non_herb_small",217.592690191888,83,93
"30006","non_herb_small->herb_small",217.609622637455,83,114
"30007","herb_small->herb_large",217.629790747975,83,27
"30008","non_herb_small->non_herb_large",217.636352008469,83,34
"30009","non_herb_small->herb_small",217.638210944131,83,115
"30010","herb_small->non_herb_small",217.654254683996,83,94
"30011","herb_small->non_herb_small",217.654861428657,83,95
"30012","non_herb_small->herb_small",217.672569318889,83,116
"30013","non_herb_large->non_herb_small",217.700444273042,83,44
"30014","non_herb_small->non_herb_large",217.718978098569,83,35
"30015","herb_large->herb_small",217.722582773773,83,15
"30016","herb_small->non_herb_small",217.724108185652,83,96
"30017","non_herb_small->herb_small",217.726308986911,83,117
"30018","non_herb_large->herb_large",217.727797718177,83,16
"30019","non_herb_small->herb_small",217.73362609212,83,118
"30020","non_herb_small->herb_small",217.748071644557,83,119
"30021","herb_large->herb_small",217.750673417284,83,16
"30022","herb_small->non_herb_small",217.753764953199,83,97
"30023","non_herb_small->non_herb_large",217.764095645296,83,36
"30024","non_herb_small->herb_small",217.774277474415,83,120
"30025","herb_small->herb_large",217.809972149541,83,28
"30026","non_herb_small->herb_small",217.8154330147,83,121
"30027","non_herb_small->herb_small",53.475022053919,84,1
"30028","herb_small->non_herb_small",62.1185214214999,84,1
"30029","non_herb_small->herb_small",134.798741997425,84,2
"30030","non_herb_small->non_herb_large",135.335285781906,84,1
"30031","non_herb_small->herb_small",139.693873093764,84,3
"30032","non_herb_large->herb_large",144.99595575328,84,1
"30033","non_herb_large->herb_large",148.777451326952,84,2
"30034","herb_small->non_herb_large",149.664638594078,84,1
"30035","non_herb_large->non_herb_small",153.180997057333,84,1
"30036","non_herb_small->herb_small",154.729788449345,84,4
"30037","non_herb_small->herb_small",155.325631153363,84,5
"30038","herb_small->non_herb_small",158.237296320835,84,2
"30039","non_herb_large->herb_large",159.698640679482,84,3
"30040","herb_small->herb_large",159.715312893117,84,1
"30041","non_herb_large->non_herb_small",168.298451337456,84,2
"30042","non_herb_small->herb_small",170.152344890214,84,6
"30043","herb_small->herb_large",170.521080342894,84,2
"30044","herb_small->non_herb_small",170.53018227975,84,3
"30045","non_herb_small->herb_small",172.250243851046,84,7
"30046","herb_small->non_herb_small",176.800478813114,84,4
"30047","non_herb_small->non_herb_large",178.343204005003,84,2
"30048","non_herb_small->herb_small",178.681151414886,84,8
"30049","non_herb_small->non_herb_large",179.864728190558,84,3
"30050","non_herb_small->herb_small",180.368088580613,84,9
"30051","herb_small->non_herb_small",180.773710334149,84,5
"30052","herb_small->non_herb_small",181.164078013231,84,6
"30053","non_herb_small->herb_small",181.225684720132,84,10
"30054","herb_small->non_herb_small",181.901270253159,84,7
"30055","non_herb_large->non_herb_small",182.402142588787,84,3
"30056","herb_small->herb_large",182.652917117506,84,3
"30057","non_herb_small->herb_small",182.775177976443,84,11
"30058","non_herb_small->herb_small",183.836683530354,84,12
"30059","non_herb_small->herb_small",184.394091711709,84,13
"30060","herb_small->non_herb_small",184.906399230533,84,8
"30061","non_herb_large->non_herb_small",186.023627632776,84,4
"30062","non_herb_large->non_herb_small",186.944789431443,84,5
"30063","herb_small->non_herb_small",187.027355044094,84,9
"30064","non_herb_small->non_herb_large",187.521403975841,84,4
"30065","non_herb_large->non_herb_small",187.940642348467,84,6
"30066","herb_small->non_herb_small",189.037839815204,84,10
"30067","herb_small->non_herb_small",189.4611527922,84,11
"30068","herb_small->non_herb_small",191.330328600748,84,12
"30069","non_herb_small->herb_small",192.323961127236,84,14
"30070","non_herb_large->non_herb_small",194.155013982258,84,7
"30071","non_herb_large->herb_large",194.850360922165,84,4
"30072","non_herb_small->non_herb_large",195.686334000865,84,5
"30073","non_herb_small->herb_small",195.697201593938,84,15
"30074","herb_small->non_herb_small",195.710780106271,84,13
"30075","herb_large->herb_small",196.364365086812,84,1
"30076","herb_small->non_herb_small",196.660257894373,84,14
"30077","non_herb_small->herb_small",196.960044082849,84,16
"30078","herb_small->non_herb_small",197.493767587451,84,15
"30079","herb_small->non_herb_small",198.19437160558,84,16
"30080","non_herb_large->non_herb_small",198.278450371456,84,8
"30081","herb_small->non_herb_small",198.637677373027,84,17
"30082","herb_small->non_herb_small",198.8217548383,84,18
"30083","non_herb_small->non_herb_large",199.32697361528,84,6
"30084","herb_small->herb_large",199.631652389746,84,4
"30085","herb_small->non_herb_small",199.632159382059,84,19
"30086","non_herb_small->herb_small",199.897238187998,84,17
"30087","non_herb_small->non_herb_large",200.185466718889,84,7
"30088","herb_small->herb_large",200.235935967127,84,5
"30089","herb_small->herb_large",200.248419190834,84,6
"30090","non_herb_large->non_herb_small",200.270367140236,84,9
"30091","non_herb_small->herb_small",200.403271294599,84,18
"30092","herb_large->herb_small",200.526790140841,84,2
"30093","non_herb_large->non_herb_small",200.625345359089,84,10
"30094","herb_small->herb_large",200.921900469512,84,7
"30095","non_herb_small->herb_small",201.054670232651,84,19
"30096","non_herb_large->herb_large",201.220782811248,84,5
"30097","herb_small->non_herb_small",201.250569769891,84,20
"30098","herb_small->non_herb_small",201.441218292261,84,21
"30099","non_herb_small->herb_small",201.568516604667,84,20
"30100","herb_large->non_herb_large",201.870049150347,84,1
"30101","non_herb_large->non_herb_small",202.136003943355,84,11
"30102","herb_small->herb_large",202.332056770678,84,8
"30103","non_herb_small->herb_small",202.35939721134,84,21
"30104","non_herb_small->herb_small",202.508867221748,84,22
"30105","non_herb_small->non_herb_large",202.722883231041,84,8
"30106","non_herb_large->non_herb_small",202.834222485973,84,12
"30107","non_herb_small->herb_small",202.871038612575,84,23
"30108","non_herb_small->herb_small",203.215265835287,84,24
"30109","herb_small->non_herb_small",203.348378989462,84,22
"30110","herb_small->non_herb_small",203.390507388031,84,23
"30111","non_herb_small->herb_small",203.465627790358,84,25
"30112","non_herb_small->herb_small",203.610782075719,84,26
"30113","non_herb_large->non_herb_small",203.683393817558,84,13
"30114","herb_large->non_herb_large",203.694518770561,84,2
"30115","herb_small->non_herb_small",203.732692056841,84,24
"30116","non_herb_small->herb_small",203.763295199148,84,27
"30117","herb_small->non_herb_small",203.822965785613,84,25
"30118","non_herb_large->non_herb_small",203.853938857813,84,14
"30119","herb_small->non_herb_small",204.351553891877,84,26
"30120","herb_small->non_herb_small",204.525223708101,84,27
"30121","non_herb_small->non_herb_large",204.585738311133,84,9
"30122","non_herb_small->non_herb_large",205.253282503131,84,10
"30123","herb_small->non_herb_small",205.447896560968,84,28
"30124","non_herb_large->herb_large",205.757517445593,84,6
"30125","non_herb_small->non_herb_large",206.066505988451,84,11
"30126","herb_small->non_herb_small",206.081061737447,84,29
"30127","non_herb_large->non_herb_small",206.102613761764,84,15
"30128","non_herb_small->non_herb_large",206.237601103799,84,12
"30129","herb_small->non_herb_small",206.295772090432,84,30
"30130","herb_small->non_herb_small",206.298988096364,84,31
"30131","herb_small->non_herb_small",206.397929968966,84,32
"30132","herb_small->herb_large",206.720322916784,84,9
"30133","herb_small->herb_large",206.805680231838,84,10
"30134","non_herb_small->herb_small",206.901284535672,84,28
"30135","non_herb_large->non_herb_small",207.018899789028,84,16
"30136","herb_small->non_herb_large",207.163388671624,84,2
"30137","non_herb_large->non_herb_small",207.216777617535,84,17
"30138","herb_small->non_herb_small",207.244573543348,84,33
"30139","herb_large->herb_small",207.271051614306,84,3
"30140","non_herb_large->non_herb_small",207.343029465746,84,18
"30141","herb_large->non_herb_large",207.493888413602,84,3
"30142","non_herb_large->non_herb_small",207.506790069139,84,19
"30143","herb_small->non_herb_small",207.729194412457,84,34
"30144","herb_small->non_herb_small",207.752753727922,84,35
"30145","non_herb_small->herb_small",207.765158186963,84,29
"30146","herb_small->non_herb_small",208.030300379959,84,36
"30147","herb_large->herb_small",208.075079210738,84,4
"30148","non_herb_small->herb_small",208.16597567424,84,30
"30149","herb_small->non_herb_small",208.357818995518,84,37
"30150","non_herb_large->non_herb_small",208.484436029213,84,20
"30151","herb_small->non_herb_small",208.494260193283,84,38
"30152","herb_small->non_herb_small",208.669377440939,84,39
"30153","herb_small->non_herb_small",208.692172709872,84,40
"30154","herb_small->non_herb_small",208.719182040969,84,41
"30155","herb_small->non_herb_small",209.102639365003,84,42
"30156","non_herb_small->herb_small",209.329521629173,84,31
"30157","herb_large->herb_small",209.417813214666,84,5
"30158","non_herb_small->herb_small",209.427082561601,84,32
"30159","herb_small->non_herb_small",209.876401749853,84,43
"30160","herb_small->herb_large",210.133709503297,84,11
"30161","herb_small->non_herb_small",210.162136096091,84,44
"30162","non_herb_small->non_herb_large",210.263887803766,84,13
"30163","non_herb_small->herb_small",210.306990402201,84,33
"30164","herb_large->herb_small",210.537713741244,84,6
"30165","herb_small->non_herb_small",210.541631192844,84,45
"30166","non_herb_small->herb_small",210.660086492898,84,34
"30167","non_herb_small->herb_small",210.806349534629,84,35
"30168","non_herb_large->non_herb_small",210.816620070333,84,21
"30169","non_herb_small->herb_small",210.81947058883,84,36
"30170","herb_small->non_herb_small",211.014464725679,84,46
"30171","non_herb_large->non_herb_small",211.062216658573,84,22
"30172","non_herb_small->herb_small",211.079814095701,84,37
"30173","non_herb_small->non_herb_large",211.157085757275,84,14
"30174","non_herb_small->herb_small",211.331746154264,84,38
"30175","herb_small->non_herb_small",211.408796781043,84,47
"30176","non_herb_small->herb_small",211.413673962698,84,39
"30177","herb_small->non_herb_small",211.427076697038,84,48
"30178","non_herb_large->herb_large",211.449593803792,84,7
"30179","non_herb_large->non_herb_small",211.455468129565,84,23
"30180","herb_small->herb_large",211.504916151397,84,12
"30181","non_herb_large->non_herb_small",211.550264880427,84,24
"30182","non_herb_large->non_herb_small",211.63965383354,84,25
"30183","herb_small->non_herb_small",211.671282332555,84,49
"30184","non_herb_large->non_herb_small",211.795975037813,84,26
"30185","non_herb_small->non_herb_large",211.854420758422,84,15
"30186","herb_small->non_herb_small",211.872011119141,84,50
"30187","non_herb_large->non_herb_small",211.924049719773,84,27
"30188","herb_small->non_herb_small",211.985007178508,84,51
"30189","herb_small->herb_large",211.994958203919,84,13
"30190","non_herb_large->herb_small",211.998310112892,84,1
"30191","non_herb_large->non_herb_small",212.048812021044,84,28
"30192","non_herb_large->non_herb_small",212.069489814262,84,29
"30193","non_herb_large->non_herb_small",212.088797996301,84,30
"30194","non_herb_small->herb_small",212.109227004818,84,40
"30195","non_herb_small->herb_small",212.131954640194,84,41
"30196","non_herb_large->non_herb_small",212.204929014732,84,31
"30197","non_herb_small->herb_small",212.320787525297,84,42
"30198","herb_small->non_herb_small",212.336599709625,84,52
"30199","non_herb_large->non_herb_small",212.341214753868,84,32
"30200","herb_small->non_herb_small",212.351985897912,84,53
"30201","non_herb_small->herb_small",212.38730066584,84,43
"30202","non_herb_large->non_herb_small",212.423812775198,84,33
"30203","herb_small->non_herb_small",212.570044170359,84,54
"30204","non_herb_small->herb_small",212.656708938715,84,44
"30205","non_herb_large->non_herb_small",212.669580387348,84,34
"30206","non_herb_large->non_herb_small",212.714743811834,84,35
"30207","non_herb_large->non_herb_small",212.783206958436,84,36
"30208","non_herb_large->non_herb_small",212.833137725614,84,37
"30209","non_herb_small->non_herb_large",212.992366622264,84,16
"30210","non_herb_small->herb_small",212.99795977573,84,45
"30211","herb_small->non_herb_small",213.053112777033,84,55
"30212","herb_small->non_herb_small",213.083297764072,84,56
"30213","non_herb_large->non_herb_small",213.089163300759,84,38
"30214","herb_small->herb_large",213.211667428461,84,14
"30215","non_herb_small->non_herb_large",213.2488743057,84,17
"30216","non_herb_small->herb_small",213.309554430582,84,46
"30217","non_herb_small->herb_small",213.3195520473,84,47
"30218","herb_large->herb_small",213.395962102294,84,7
"30219","non_herb_small->herb_small",213.445413377792,84,48
"30220","non_herb_small->herb_small",213.465919284614,84,49
"30221","non_herb_large->herb_large",213.523248814171,84,8
"30222","non_herb_small->non_herb_large",213.581282752147,84,18
"30223","non_herb_large->non_herb_small",213.596402903484,84,39
"30224","herb_large->herb_small",213.604535331909,84,8
"30225","non_herb_small->herb_small",213.778210052357,84,50
"30226","herb_small->non_herb_small",213.81104241285,84,57
"30227","non_herb_small->herb_small",213.959979871877,84,51
"30228","non_herb_small->herb_small",214.141846980359,84,52
"30229","non_herb_small->herb_small",214.195675297669,84,53
"30230","non_herb_small->herb_small",214.360716160649,84,54
"30231","non_herb_small->herb_small",214.411004438281,84,55
"30232","non_herb_large->herb_large",214.412018469898,84,9
"30233","non_herb_small->herb_small",214.434115812518,84,56
"30234","herb_small->non_herb_small",214.468034010001,84,58
"30235","non_herb_small->herb_small",214.484792572442,84,57
"30236","non_herb_large->non_herb_small",214.529413660458,84,40
"30237","non_herb_small->herb_small",214.541008973641,84,58
"30238","herb_large->herb_small",214.550245833468,84,9
"30239","non_herb_small->herb_small",214.561933536001,84,59
"30240","herb_small->non_herb_small",214.598828312386,84,59
"30241","non_herb_large->non_herb_small",214.601200771603,84,41
"30242","non_herb_small->herb_small",214.609929455781,84,60
"30243","herb_small->herb_large",214.618292424573,84,15
"30244","non_herb_small->herb_small",214.710735835286,84,61
"30245","non_herb_small->non_herb_large",214.738005956441,84,19
"30246","non_herb_small->herb_small",214.90370746956,84,62
"30247","herb_small->non_herb_small",214.947636035001,84,60
"30248","herb_large->herb_small",214.995236305264,84,10
"30249","herb_large->herb_small",215.013680468112,84,11
"30250","herb_small->non_herb_small",215.020635275096,84,61
"30251","non_herb_small->herb_small",215.056986034334,84,63
"30252","herb_small->non_herb_small",215.086443893978,84,62
"30253","non_herb_small->herb_small",215.149611752643,84,64
"30254","non_herb_small->herb_small",215.17419033849,84,65
"30255","non_herb_small->herb_small",215.188700480575,84,66
"30256","herb_small->non_herb_small",215.231235144522,84,63
"30257","non_herb_small->herb_small",215.254250322886,84,67
"30258","non_herb_small->herb_small",215.287128614977,84,68
"30259","herb_small->non_herb_small",215.289576181996,84,64
"30260","herb_small->non_herb_small",215.344050068908,84,65
"30261","herb_small->non_herb_small",215.378146946249,84,66
"30262","non_herb_large->non_herb_small",215.382883234872,84,42
"30263","herb_small->non_herb_small",215.517290874246,84,67
"30264","herb_large->herb_small",215.555618247908,84,12
"30265","herb_small->herb_large",215.560870576362,84,16
"30266","non_herb_small->herb_small",215.638383345267,84,69
"30267","non_herb_large->herb_large",215.712299674229,84,10
"30268","non_herb_large->herb_large",215.798561220938,84,11
"30269","non_herb_large->herb_large",215.835930966799,84,12
"30270","herb_small->non_herb_small",215.839995849582,84,68
"30271","herb_small->non_herb_small",215.874121741194,84,69
"30272","non_herb_small->herb_small",215.874223135617,84,70
"30273","non_herb_small->herb_small",215.900570492553,84,71
"30274","non_herb_large->non_herb_small",215.926893007639,84,43
"30275","non_herb_large->non_herb_small",215.955836616132,84,44
"30276","herb_small->non_herb_small",215.960779646527,84,70
"30277","non_herb_small->non_herb_large",215.975896211684,84,20
"30278","herb_small->non_herb_small",215.977938633515,84,71
"30279","non_herb_large->herb_large",215.984516595134,84,13
"30280","herb_small->non_herb_small",216.076686795763,84,72
"30281","non_herb_small->herb_small",216.141216397046,84,72
"30282","herb_small->non_herb_small",216.153623707521,84,73
"30283","non_herb_small->herb_small",216.157666742891,84,73
"30284","herb_small->herb_large",216.21330647461,84,17
"30285","non_herb_small->herb_small",216.242128753208,84,74
"30286","herb_small->herb_large",216.242469430313,84,18
"30287","non_herb_small->herb_small",216.282648097696,84,75
"30288","herb_small->non_herb_small",216.29730974792,84,74
"30289","non_herb_small->non_herb_large",216.308073025559,84,21
"30290","herb_small->non_herb_small",216.328450740522,84,75
"30291","herb_small->non_herb_small",216.331253657225,84,76
"30292","herb_small->non_herb_small",216.353260847561,84,77
"30293","non_herb_large->non_herb_small",216.37726402966,84,45
"30294","non_herb_large->non_herb_small",216.385899600812,84,46
"30295","non_herb_small->herb_small",216.401253622882,84,76
"30296","herb_small->non_herb_small",216.406954261028,84,78
"30297","herb_small->herb_large",216.407448879434,84,19
"30298","herb_small->non_herb_small",216.41046089289,84,79
"30299","herb_small->non_herb_small",216.464679651024,84,80
"30300","non_herb_small->non_herb_large",216.50502056211,84,22
"30301","non_herb_small->herb_small",216.520179059665,84,77
"30302","non_herb_large->herb_large",216.562045832008,84,14
"30303","non_herb_small->herb_small",216.562342300597,84,78
"30304","herb_small->herb_large",216.575429581714,84,20
"30305","herb_small->non_herb_small",216.588093524241,84,81
"30306","non_herb_small->non_herb_large",216.605961876568,84,23
"30307","non_herb_small->herb_small",216.620152907695,84,79
"30308","herb_large->herb_small",216.624423772154,84,13
"30309","non_herb_large->herb_large",216.640987042951,84,15
"30310","herb_small->non_herb_small",216.647994742465,84,82
"30311","non_herb_small->herb_small",216.649216446037,84,80
"30312","non_herb_small->herb_small",216.669103276128,84,81
"30313","non_herb_small->herb_small",216.673907291691,84,82
"30314","herb_small->non_herb_small",216.678797032414,84,83
"30315","non_herb_small->herb_small",216.686727027334,84,83
"30316","non_herb_small->non_herb_large",216.692959132347,84,24
"30317","herb_small->non_herb_small",216.705968396048,84,84
"30318","non_herb_small->herb_small",216.725816570023,84,84
"30319","herb_small->non_herb_small",216.748294395199,84,85
"30320","herb_small->non_herb_small",216.78330495361,84,86
"30321","herb_small->non_herb_small",216.787605831516,84,87
"30322","non_herb_small->herb_small",216.806570274417,84,85
"30323","herb_large->herb_small",216.824074372747,84,14
"30324","non_herb_small->herb_small",216.843340813232,84,86
"30325","herb_small->non_herb_small",216.844317939488,84,88
"30326","non_herb_small->herb_small",216.85991825646,84,87
"30327","non_herb_small->non_herb_large",216.860665669926,84,25
"30328","non_herb_small->non_herb_large",216.872332359597,84,26
"30329","herb_small->non_herb_small",216.932219219712,84,89
"30330","non_herb_large->non_herb_small",216.979982658771,84,47
"30331","non_herb_large->non_herb_small",217.039505348996,84,48
"30332","non_herb_small->herb_small",217.046195532553,84,88
"30333","non_herb_small->herb_small",217.056629059733,84,89
"30334","non_herb_small->herb_small",217.071028898618,84,90
"30335","herb_small->non_herb_small",217.102268333964,84,90
"30336","herb_small->non_herb_small",217.107872801082,84,91
"30337","non_herb_small->herb_small",217.108035130567,84,91
"30338","non_herb_small->herb_small",217.158819422877,84,92
"30339","herb_small->non_herb_small",217.166784936832,84,92
"30340","herb_large->herb_small",217.17779346655,84,15
"30341","non_herb_small->herb_small",217.187662984896,84,93
"30342","herb_small->herb_large",217.217033349479,84,21
"30343","herb_small->non_herb_small",217.287603174564,84,93
"30344","herb_small->non_herb_small",217.297403389458,84,94
"30345","herb_small->non_herb_small",217.319586126802,84,95
"30346","non_herb_small->non_herb_large",217.331677372783,84,27
"30347","non_herb_small->herb_small",217.352625840858,84,94
"30348","non_herb_small->non_herb_large",217.361002895506,84,28
"30349","herb_small->non_herb_small",217.385507444686,84,96
"30350","non_herb_small->herb_small",217.391611520474,84,95
"30351","herb_small->non_herb_small",217.403834556629,84,97
"30352","non_herb_small->herb_small",217.429061717942,84,96
"30353","non_herb_small->herb_small",217.433135835805,84,97
"30354","non_herb_large->non_herb_small",217.441965378983,84,49
"30355","herb_large->herb_small",217.442851083163,84,16
"30356","herb_small->herb_large",217.493871336714,84,22
"30357","herb_small->herb_large",217.500639340479,84,23
"30358","non_herb_small->herb_small",217.504139497241,84,98
"30359","herb_small->herb_large",217.524957566963,84,24
"30360","non_herb_small->herb_small",217.564043644798,84,99
"30361","non_herb_large->non_herb_small",217.567243212849,84,50
"30362","herb_small->non_herb_small",217.578898075814,84,98
"30363","non_herb_small->herb_small",217.583023139643,84,100
"30364","herb_small->non_herb_small",217.59501730039,84,99
"30365","herb_small->herb_large",217.604652799746,84,25
"30366","non_herb_small->herb_small",217.633247618394,84,101
"30367","herb_small->non_herb_small",217.636542737788,84,100
"30368","non_herb_large->non_herb_small",217.644559095476,84,51
"30369","herb_small->non_herb_small",217.676665779146,84,101
"30370","non_herb_large->non_herb_small",217.68976555883,84,52
"30371","herb_large->herb_small",217.704103221962,84,17
"30372","non_herb_small->herb_small",217.716022959601,84,102
"30373","non_herb_small->herb_small",217.740762090065,84,103
"30374","non_herb_small->herb_small",217.776690138273,84,104
"30375","herb_small->non_herb_small",217.789138683761,84,102
"30376","non_herb_small->herb_small",217.802377831446,84,105
"30377","herb_small->non_herb_small",217.817664784685,84,103
"30378","non_herb_large->herb_large",217.822867409144,84,16
"30379","non_herb_small->herb_small",217.832891941755,84,106
"30380","non_herb_small->herb_small",46.8818236218494,85,1
"30381","non_herb_small->herb_small",55.3661509196839,85,2
"30382","herb_small->non_herb_small",111.449232272746,85,1
"30383","non_herb_small->herb_small",124.383753381508,85,3
"30384","herb_small->non_herb_small",125.198395134437,85,2
"30385","herb_small->herb_large",135.825152518945,85,1
"30386","herb_small->non_herb_small",136.011933810338,85,3
"30387","herb_small->non_herb_small",137.437352200028,85,4
"30388","herb_small->non_herb_small",137.564237329664,85,5
"30389","herb_small->herb_large",142.181604633261,85,2
